Spin ID,Date / Time,Number,Colour,Parity,Range,Table Session, 
b850cb93-9ed9-451f-bb23-25889a6e2bfe:44,2026-07-22T06:55:59.512Z,15,Black,odd,low,b850cb93-9ed9-451f-bb23-25889a6e2bfe,
b850cb93-9ed9-451f-bb23-25889a6e2bfe:45,2026-07-22T06:56:57.833Z,13,Black,odd,low,b850cb93-9ed9-451f-bb23-25889a6e2bfe,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:1,2026-07-22T07:25:25.989Z,22,Black,even,high,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:2,2026-07-22T07:25:31.569Z,16,Red,even,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:3,2026-07-22T07:26:17.282Z,27,Red,odd,high,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:3,2026-07-22T07:26:17.282Z,27,Red,odd,high,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:3,2026-07-22T07:26:17.282Z,27,Red,odd,high,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:4,2026-07-22T07:28:38.560Z,17,Black,odd,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:5,2026-07-22T07:28:43.062Z,1,Red,odd,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:6,2026-07-22T07:28:47.441Z,14,Red,even,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:7,2026-07-22T07:29:21.387Z,6,Black,even,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:8,2026-07-22T07:30:13.940Z,20,Black,even,high,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:9,2026-07-22T07:30:57.484Z,0,Green,Zero,Zero,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:10,2026-07-22T07:31:42.970Z,0,Green,Zero,Zero,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:11,2026-07-22T07:32:26.811Z,29,Black,odd,high,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:12,2026-07-22T07:33:15.858Z,18,Red,even,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:13,2026-07-22T07:33:52.247Z,3,Red,odd,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:14,2026-07-22T07:34:32.005Z,27,Red,odd,high,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:15,2026-07-22T07:35:13.894Z,7,Red,odd,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:16,2026-07-22T07:36:03.961Z,17,Black,odd,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:17,2026-07-22T07:36:51.728Z,17,Black,odd,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:18,2026-07-22T07:37:31.590Z,12,Red,even,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:19,2026-07-22T07:38:17.905Z,3,Red,odd,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:20,2026-07-22T07:39:06.363Z,11,Black,odd,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:21,2026-07-22T07:39:58.077Z,30,Red,even,high,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:22,2026-07-22T07:40:44.100Z,25,Red,odd,high,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:23,2026-07-22T07:41:23.874Z,29,Black,odd,high,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:24,2026-07-22T07:42:08.339Z,10,Black,even,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:25,2026-07-22T07:42:55.798Z,7,Red,odd,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:26,2026-07-22T07:43:42.019Z,17,Black,odd,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:27,2026-07-22T07:44:25.502Z,7,Red,odd,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:28,2026-07-22T07:45:18.608Z,13,Black,odd,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:29,2026-07-22T07:45:55.439Z,2,Black,even,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:30,2026-07-22T07:46:43.625Z,25,Red,odd,high,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:31,2026-07-22T07:47:18.313Z,5,Red,odd,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:31,2026-07-22T07:47:18.313Z,5,Red,odd,low,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:32,2026-07-22T07:48:10.699Z,26,Black,even,high,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
170fcb40-d138-4f83-9953-9f15f8a6d9bf:33,2026-07-22T07:48:55.390Z,25,Red,odd,high,170fcb40-d138-4f83-9953-9f15f8a6d9bf,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:1,2026-07-23T00:38:16.695Z,28,Black,even,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:2,2026-07-23T00:38:18.787Z,6,Black,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:3,2026-07-23T00:38:20.514Z,22,Black,even,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:4,2026-07-23T00:38:30.015Z,29,Black,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:5,2026-07-23T00:39:07.436Z,18,Red,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:6,2026-07-23T00:39:58.993Z,31,Black,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:7,2026-07-23T00:40:43.890Z,11,Black,odd,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:8,2026-07-23T00:41:29.106Z,10,Black,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:9,2026-07-23T00:42:26.151Z,2,Black,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:10,2026-07-23T00:42:58.557Z,34,Red,even,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:11,2026-07-23T00:43:43.654Z,21,Red,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:12,2026-07-23T00:44:33.583Z,36,Red,even,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:13,2026-07-23T00:46:13.661Z,12,Red,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:14,2026-07-23T00:46:56.239Z,28,Black,even,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:15,2026-07-23T00:47:41.370Z,23,Red,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:16,2026-07-23T00:48:26.674Z,31,Black,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:17,2026-07-23T00:49:10.122Z,25,Red,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:18,2026-07-23T00:49:54.603Z,12,Red,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:19,2026-07-23T00:50:37.765Z,10,Black,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:20,2026-07-23T00:51:24.414Z,1,Red,odd,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:21,2026-07-23T00:52:09.434Z,28,Black,even,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:22,2026-07-23T00:52:52.909Z,24,Black,even,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:23,2026-07-23T00:53:38.117Z,1,Red,odd,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:24,2026-07-23T00:54:22.027Z,20,Black,even,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:25,2026-07-23T00:55:07.447Z,7,Red,odd,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:26,2026-07-23T00:55:55.296Z,18,Red,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:27,2026-07-23T00:56:38.191Z,20,Black,even,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:28,2026-07-23T00:57:22.568Z,30,Red,even,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:29,2026-07-23T00:58:07.826Z,2,Black,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:30,2026-07-23T00:58:51.574Z,1,Red,odd,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:31,2026-07-23T00:59:37.020Z,27,Red,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:32,2026-07-23T01:00:19.921Z,27,Red,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:33,2026-07-23T01:01:06.281Z,14,Red,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:34,2026-07-23T01:01:52.118Z,15,Black,odd,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:35,2026-07-23T01:02:36.539Z,29,Black,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:36,2026-07-23T01:03:21.920Z,20,Black,even,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:37,2026-07-23T01:04:10.814Z,35,Black,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:38,2026-07-23T01:04:51.908Z,31,Black,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:39,2026-07-23T01:05:38.528Z,34,Red,even,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:40,2026-07-23T01:06:23.710Z,28,Black,even,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:41,2026-07-23T01:07:10.695Z,16,Red,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:42,2026-07-23T01:07:56.738Z,21,Red,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:43,2026-07-23T01:08:40.297Z,10,Black,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:44,2026-07-23T01:09:27.938Z,23,Red,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:45,2026-07-23T01:10:08.263Z,31,Black,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:46,2026-07-23T01:10:50.092Z,0,Green,Zero,Zero,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:47,2026-07-23T01:11:33.903Z,33,Black,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:48,2026-07-23T01:12:19.580Z,10,Black,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:49,2026-07-23T01:13:03.550Z,29,Black,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:50,2026-07-23T01:13:49.229Z,28,Black,even,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:51,2026-07-23T01:14:33.620Z,14,Red,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:52,2026-07-23T01:15:16.303Z,24,Black,even,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:53,2026-07-23T01:16:00.683Z,33,Black,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:54,2026-07-23T01:16:46.272Z,13,Black,odd,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:55,2026-07-23T01:17:32.289Z,12,Red,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:56,2026-07-23T01:18:17.068Z,29,Black,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:57,2026-07-23T01:19:03.028Z,23,Red,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:58,2026-07-23T01:19:48.117Z,34,Red,even,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:59,2026-07-23T01:20:40.401Z,35,Black,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:60,2026-07-23T01:21:17.223Z,23,Red,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:61,2026-07-23T01:22:04.089Z,22,Black,even,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:62,2026-07-23T01:22:49.807Z,21,Red,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:63,2026-07-23T01:23:37.865Z,17,Black,odd,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:64,2026-07-23T01:24:25.754Z,14,Red,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:65,2026-07-23T01:25:07.948Z,29,Black,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:66,2026-07-23T01:25:52.042Z,0,Green,Zero,Zero,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:67,2026-07-23T01:26:36.823Z,31,Black,odd,high,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:68,2026-07-23T01:27:23.545Z,1,Red,odd,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:69,2026-07-23T01:28:06.978Z,8,Black,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
6f752a71-6da6-4123-9c36-c0e22b8ad28a:70,2026-07-23T01:28:54.599Z,14,Red,even,low,6f752a71-6da6-4123-9c36-c0e22b8ad28a,
2e1aa88d-c907-4b5d-bd94-2ebc643fb33f:1,2026-07-23T02:24:50.745Z,7,Red,odd,low,2e1aa88d-c907-4b5d-bd94-2ebc643fb33f,
2e1aa88d-c907-4b5d-bd94-2ebc643fb33f:2,2026-07-23T02:25:04.344Z,6,Black,even,low,2e1aa88d-c907-4b5d-bd94-2ebc643fb33f,
2e1aa88d-c907-4b5d-bd94-2ebc643fb33f:3,2026-07-23T02:25:09.407Z,8,Black,even,low,2e1aa88d-c907-4b5d-bd94-2ebc643fb33f,
2e1aa88d-c907-4b5d-bd94-2ebc643fb33f:4,2026-07-23T02:25:14.146Z,25,Red,odd,high,2e1aa88d-c907-4b5d-bd94-2ebc643fb33f,
2e1aa88d-c907-4b5d-bd94-2ebc643fb33f:5,2026-07-23T02:25:15.964Z,26,Black,even,high,2e1aa88d-c907-4b5d-bd94-2ebc643fb33f,
2e1aa88d-c907-4b5d-bd94-2ebc643fb33f:6,2026-07-23T02:25:18.071Z,14,Red,even,low,2e1aa88d-c907-4b5d-bd94-2ebc643fb33f,
2e1aa88d-c907-4b5d-bd94-2ebc643fb33f:7,2026-07-23T02:25:30.734Z,24,Black,even,high,2e1aa88d-c907-4b5d-bd94-2ebc643fb33f,
2e1aa88d-c907-4b5d-bd94-2ebc643fb33f:8,2026-07-23T02:25:33.419Z,9,Red,odd,low,2e1aa88d-c907-4b5d-bd94-2ebc643fb33f,
2e1aa88d-c907-4b5d-bd94-2ebc643fb33f:9,2026-07-23T02:25:34.934Z,12,Red,even,low,2e1aa88d-c907-4b5d-bd94-2ebc643fb33f,
2e1aa88d-c907-4b5d-bd94-2ebc643fb33f:10,2026-07-23T02:25:40.367Z,33,Black,odd,high,2e1aa88d-c907-4b5d-bd94-2ebc643fb33f,
2e1aa88d-c907-4b5d-bd94-2ebc643fb33f:11,2026-07-23T02:25:55.982Z,26,Black,even,high,2e1aa88d-c907-4b5d-bd94-2ebc643fb33f,
2e1aa88d-c907-4b5d-bd94-2ebc643fb33f:12,2026-07-23T02:25:59.648Z,32,Red,even,high,2e1aa88d-c907-4b5d-bd94-2ebc643fb33f,
2e1aa88d-c907-4b5d-bd94-2ebc643fb33f:13,2026-07-23T02:26:01.972Z,31,Black,odd,high,2e1aa88d-c907-4b5d-bd94-2ebc643fb33f,
2e1aa88d-c907-4b5d-bd94-2ebc643fb33f:14,2026-07-23T02:26:09.866Z,7,Red,odd,low,2e1aa88d-c907-4b5d-bd94-2ebc643fb33f,
2e1aa88d-c907-4b5d-bd94-2ebc643fb33f:15,2026-07-23T02:26:11.749Z,8,Black,even,low,2e1aa88d-c907-4b5d-bd94-2ebc643fb33f,
2e1aa88d-c907-4b5d-bd94-2ebc643fb33f:16,2026-07-23T02:26:17.367Z,25,Red,odd,high,2e1aa88d-c907-4b5d-bd94-2ebc643fb33f,
2e1aa88d-c907-4b5d-bd94-2ebc643fb33f:17,2026-07-23T02:26:27.920Z,15,Black,odd,low,2e1aa88d-c907-4b5d-bd94-2ebc643fb33f,
54575364-0151-4d62-a9b5-209a27df7d08:1,2026-07-23T02:35:11.132Z,1,Red,odd,low,54575364-0151-4d62-a9b5-209a27df7d08,
54575364-0151-4d62-a9b5-209a27df7d08:2,2026-07-23T02:35:13.943Z,1,Red,odd,low,54575364-0151-4d62-a9b5-209a27df7d08,
54575364-0151-4d62-a9b5-209a27df7d08:3,2026-07-23T02:35:15.636Z,1,Red,odd,low,54575364-0151-4d62-a9b5-209a27df7d08,
54575364-0151-4d62-a9b5-209a27df7d08:4,2026-07-23T02:35:16.976Z,1,Red,odd,low,54575364-0151-4d62-a9b5-209a27df7d08,
54575364-0151-4d62-a9b5-209a27df7d08:5,2026-07-23T02:47:32.696Z,1,Red,odd,low,54575364-0151-4d62-a9b5-209a27df7d08,
54575364-0151-4d62-a9b5-209a27df7d08:6,2026-07-23T02:47:34.775Z,1,Red,odd,low,54575364-0151-4d62-a9b5-209a27df7d08,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:1,2026-07-23T03:11:22.987Z,25,Red,odd,high,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:2,2026-07-23T03:11:25.698Z,21,Red,odd,high,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:3,2026-07-23T03:11:49.963Z,1,Red,odd,low,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:4,2026-07-23T03:12:16.948Z,14,Red,even,low,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:5,2026-07-23T03:12:58.329Z,13,Black,odd,low,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:6,2026-07-23T03:13:35.264Z,7,Red,odd,low,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:7,2026-07-23T03:14:12.416Z,30,Red,even,high,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:8,2026-07-23T03:14:54.867Z,25,Red,odd,high,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:9,2026-07-23T03:15:31.857Z,1,Red,odd,low,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:10,2026-07-23T03:16:10.335Z,23,Red,odd,high,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:11,2026-07-23T03:16:52.697Z,2,Black,even,low,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:12,2026-07-23T03:17:29.045Z,31,Black,odd,high,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:13,2026-07-23T03:18:07.268Z,15,Black,odd,low,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:14,2026-07-23T03:18:44.992Z,16,Red,even,low,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:15,2026-07-23T03:19:23.902Z,23,Red,odd,high,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:16,2026-07-23T03:20:01.295Z,28,Black,even,high,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:17,2026-07-23T03:20:44.025Z,18,Red,even,low,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:18,2026-07-23T03:21:21.824Z,21,Red,odd,high,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:19,2026-07-23T03:22:00.954Z,28,Black,even,high,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:20,2026-07-23T03:22:38.124Z,36,Red,even,high,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:21,2026-07-23T03:23:18.002Z,22,Black,even,high,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:22,2026-07-23T03:23:59.803Z,1,Red,odd,low,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:23,2026-07-23T03:24:37.536Z,27,Red,odd,high,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:24,2026-07-23T03:25:16.756Z,10,Black,even,low,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:25,2026-07-23T03:25:56.089Z,12,Red,even,low,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:26,2026-07-23T03:26:38.722Z,36,Red,even,high,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:27,2026-07-23T03:27:13.227Z,22,Black,even,high,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:28,2026-07-23T03:27:52.571Z,30,Red,even,high,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:29,2026-07-23T03:28:38.496Z,7,Red,odd,low,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:30,2026-07-23T03:29:16.678Z,1,Red,odd,low,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
a8ad39fc-c32a-43d0-a96f-e00752195b3a:31,2026-07-23T03:29:25.287Z,1,Red,odd,low,a8ad39fc-c32a-43d0-a96f-e00752195b3a,
